id,gid,x,y,v_x,v_y,radius,time
0,0,-8.884809,-1.002892,1.151911,-0.028921,0.750000,0.100000
1,0,-8.909803,0.999376,0.901970,-0.006235,0.750000,0.100000
2,1,-0.130000,0.000000,-1.300000,0.000000,0.750000,0.100000
0,0,-8.755408,-0.997057,1.294009,0.058347,0.750000,0.200000
1,0,-8.811272,0.988128,0.985306,-0.112489,0.750000,0.200000
2,1,-0.260000,0.000000,-1.300000,0.000000,0.750000,0.200000
0,0,-8.608982,-1.018816,1.464258,-0.217590,0.750000,0.300000
1,0,-8.707382,0.992400,1.038900,0.042726,0.750000,0.300000
2,1,-0.390000,0.000000,-1.300000,0.000000,0.750000,0.300000
0,0,-8.467499,-1.036776,1.414836,-0.179596,0.750000,0.400000
1,0,-8.619597,1.005734,0.877851,0.133338,0.750000,0.400000
2,1,-0.520000,0.000000,-1.300000,0.000000,0.750000,0.400000
0,0,-8.322599,-1.036848,1.448996,-0.000717,0.750000,0.500000
1,0,-8.492237,1.004147,1.273607,-0.015869,0.750000,0.500000
2,1,-0.650000,0.000000,-1.300000,0.000000,0.750000,0.500000
0,0,-8.161678,-1.033053,1.609216,0.037949,0.750000,0.600000
1,0,-8.353878,0.995444,1.383589,-0.087028,0.750000,0.600000
2,1,-0.780000,0.000000,-1.300000,0.000000,0.750000,0.600000
0,0,-8.013586,-1.055990,1.480911,-0.229371,0.750000,0.700000
1,0,-8.214704,0.982573,1.391738,-0.128709,0.750000,0.700000
2,1,-0.910000,0.000000,-1.300000,0.000000,0.750000,0.700000
0,0,-7.873329,-1.069392,1.402578,-0.134020,0.750000,0.800000
1,0,-8.082688,0.963640,1.320158,-0.189331,0.750000,0.800000
2,1,-1.040000,0.000000,-1.300000,0.000000,0.750000,0.800000
0,0,-7.726710,-1.089747,1.466183,-0.203553,0.750000,0.900000
1,0,-7.952092,0.965659,1.305958,0.020190,0.750000,0.900000
2,1,-1.170000,0.000000,-1.300000,0.000000,0.750000,0.900000
0,0,-7.594781,-1.116881,1.319290,-0.271334,0.750000,1.000000
1,0,-7.821845,0.937740,1.302470,-0.279193,0.750000,1.000000
2,1,-1.300000,0.000000,-1.300000,0.000000,0.750000,1.000000
0,0,-7.467636,-1.147564,1.271458,-0.306829,0.750000,1.100000
